Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-02-27,180.98291015625,173.5399932861328,,401.32025146484375,199.72999572753906
2024-02-28,179.7838134765625,173.16000366210938,,401.556640625,202.0399932861328
2024-02-29,179.11990356445312,176.75999450683594,,407.38714599609375,201.8800048828125
2024-03-01,178.03968811035156,178.22000122070312,,409.2190246582031,202.63999938964844
2024-03-04,173.52084350585938,177.5800018310547,,408.6477966308594,188.13999938964844
2024-03-05,168.5857391357422,174.1199951171875,,396.5632629394531,180.74000549316406
2024-03-06,167.59475708007812,173.50999450683594,,396.0117492675781,176.5399932861328
2024-03-07,167.47584533691406,176.82000732421875,,402.9551696777344,178.64999389648438
2024-03-08,169.1902313232422,175.35000610351562,,400.07928466796875,175.33999633789062
2024-03-11,171.1920166015625,171.9600067138672,,398.40496826171875,177.77000427246094
2024-03-12,171.6676788330078,175.38999938964844,,409.0023193359375,177.5399932861328
2024-03-13,169.58663940429688,176.55999755859375,,408.8251037597656,169.47999572753906
2024-03-14,171.4397735595703,178.75,,418.7921142578125,162.5
2024-03-15,171.06317138671875,174.4199981689453,,410.1250915527344,163.57000732421875
2024-03-18,172.15325927734375,174.47999572753906,,411.0115051269531,173.8000030517578
2024-03-19,174.4919891357422,175.89999389648438,,415.0397033691406,171.32000732421875
2024-03-20,177.05862426757812,178.14999389648438,,418.8018798828125,175.66000366210938
2024-03-21,169.824462890625,178.14999389648438,,422.8793640136719,172.82000732421875
2024-03-22,170.7262420654297,178.8699951171875,,422.25885009765625,170.8300018310547
2024-03-25,169.30914306640625,179.7100067138672,,416.4678039550781,172.6300048828125
2024-03-26,168.17942810058594,178.3000030517578,,415.27606201171875,177.6699981689453
2024-03-27,171.74693298339844,179.8300018310547,,415.0593566894531,179.8300018310547
2024-03-28,169.9334716796875,180.3800048828125,,414.3600769042969,175.7899932861328
2024-04-01,168.49655151367188,180.97000122070312,,418.15191650390625,175.22000122070312
2024-04-02,167.31727600097656,180.69000244140625,,415.0692138671875,166.6300048828125
2024-04-03,168.1199493408203,182.41000366210938,,414.09417724609375,168.3800048828125
2024-04-04,167.29745483398438,180.0,,411.56304931640625,171.11000061035156
2024-04-05,168.0506134033203,185.07000732421875,,419.0874938964844,164.89999389648438
